timestamp,symbol,market,open,high,low,close,volume,quote_volume,trades,taker_buy_volume,taker_sell_volume,taker_buy_quote,taker_sell_quote,taker_buy_sell_ratio,first_trade_time,last_trade_time,first_agg_trade_id,last_agg_trade_id
2026-06-18T00:00:00.000000Z,BTCUSDT,futures,64472.9,64483.5,64472.9,64483.4,1.575,101550.431,68,1.461,0.114,94199.6132,7350.8178,12.81578947368421,2026-06-18T00:00:00.048000Z,2026-06-18T00:00:00.812000Z,3344666782,3344666849
2026-06-18T00:00:01.000000Z,BTCUSDT,futures,64483.5,64487.8,64483.5,64487.8,0.225,14508.9883,25,0.225,0.0,14508.9883,0.0,999.0,2026-06-18T00:00:01.350000Z,2026-06-18T00:00:01.544000Z,3344666850,3344666874
2026-06-18T00:00:02.000000Z,BTCUSDT,futures,64487.7,64487.8,64487.7,64487.8,1.187,76546.9057,7,0.058,1.129,3740.2924,72806.6133,0.051372896368467674,2026-06-18T00:00:02.101000Z,2026-06-18T00:00:02.861000Z,3344666875,3344666881
2026-06-18T00:00:03.000000Z,BTCUSDT,futures,64487.8,64487.8,64487.7,64487.7,0.043,2772.9717,6,0.006,0.037,386.9268,2386.0449000000003,0.16216216216216217,2026-06-18T00:00:03.088000Z,2026-06-18T00:00:03.985000Z,3344666882,3344666887
2026-06-18T00:00:04.000000Z,BTCUSDT,futures,64487.7,64487.7,64478.3,64478.4,7.006,451781.2934,59,0.189,6.817,12186.5808,439594.7126,0.02772480563297638,2026-06-18T00:00:04.095000Z,2026-06-18T00:00:04.981000Z,3344666888,3344666946
2026-06-18T00:00:05.000000Z,BTCUSDT,futures,64476.8,64478.3,64474.5,64474.6,0.762,49129.8212,28,0.213,0.549,13733.0898,35396.731400000004,0.3879781420765027,2026-06-18T00:00:05.074000Z,2026-06-18T00:00:05.996000Z,3344666947,3344666974
2026-06-18T00:00:06.000000Z,BTCUSDT,futures,64474.5,64474.6,64474.5,64474.6,0.281,18117.3441,5,0.096,0.185,6189.5616,11927.7825,0.518918918918919,2026-06-18T00:00:06.427000Z,2026-06-18T00:00:06.982000Z,3344666975,3344666979
2026-06-18T00:00:07.000000Z,BTCUSDT,futures,64474.5,64479.1,64474.5,64476.3,6.055999999999999,390473.5748,37,2.7429999999999994,3.313,176854.80579999997,213618.769,0.8279504980380318,2026-06-18T00:00:07.039000Z,2026-06-18T00:00:07.861000Z,3344666980,3344667016
2026-06-18T00:00:08.000000Z,BTCUSDT,futures,64476.4,64476.4,64476.3,64476.4,3.255,209870.6121,10,2.556,0.6990000000000001,164801.6784,45068.9337,3.656652360515021,2026-06-18T00:00:08.087000Z,2026-06-18T00:00:08.986000Z,3344667017,3344667026
2026-06-18T00:00:09.000000Z,BTCUSDT,futures,64476.4,64476.4,64467.2,64467.2,4.938,318357.2008,56,3.104,1.834,200115.2625,118241.9383,1.6924754634678298,2026-06-18T00:00:09.249000Z,2026-06-18T00:00:09.934000Z,3344667027,3344667082
2026-06-18T00:00:10.000000Z,BTCUSDT,futures,64467.2,64467.3,64467.2,64467.3,2.276,146727.5024,9,1.5519999999999998,0.724,100053.2496,46674.2528,2.143646408839779,2026-06-18T00:00:10.125000Z,2026-06-18T00:00:10.881000Z,3344667083,3344667091
2026-06-18T00:00:11.000000Z,BTCUSDT,futures,64467.3,64467.3,64462.2,64462.2,1.5759999999999998,101599.7789,28,0.836,0.74,53894.662800000006,47705.1161,1.1297297297297297,2026-06-18T00:00:11.312000Z,2026-06-18T00:00:11.877000Z,3344667092,3344667119
2026-06-18T00:00:12.000000Z,BTCUSDT,futures,64462.2,64462.2,64456.7,64456.7,0.953,61431.0203,32,0.071,0.8820000000000001,4576.426600000001,56854.593700000005,0.08049886621315192,2026-06-18T00:00:12.333000Z,2026-06-18T00:00:12.884000Z,3344667120,3344667151
2026-06-18T00:00:13.000000Z,BTCUSDT,futures,64456.7,64456.7,64456.6,64456.6,0.241,15534.0507,3,0.101,0.14,6510.1267,9023.924,0.7214285714285714,2026-06-18T00:00:13.403000Z,2026-06-18T00:00:13.882000Z,3344667152,3344667154
2026-06-18T00:00:14.000000Z,BTCUSDT,futures,64456.7,64456.7,64455.4,64455.5,0.632,40736.468100000006,13,0.171,0.461,11022.0861,29714.382,0.37093275488069416,2026-06-18T00:00:14.040000Z,2026-06-18T00:00:14.928000Z,3344667155,3344667167
2026-06-18T00:00:15.000000Z,BTCUSDT,futures,64455.5,64466.0,64455.5,64465.9,1.009,65040.6391,64,0.968,0.041,62397.537200000006,2643.1019,23.609756097560975,2026-06-18T00:00:15.082000Z,2026-06-18T00:00:15.872000Z,3344667168,3344667231
2026-06-18T00:00:16.000000Z,BTCUSDT,futures,64465.9,64466.0,64465.9,64465.9,0.554,35714.132,4,0.234,0.32,15085.044000000002,20629.088,0.7312500000000001,2026-06-18T00:00:16.178000Z,2026-06-18T00:00:16.811000Z,3344667232,3344667235
2026-06-18T00:00:17.000000Z,BTCUSDT,futures,64465.9,64466.0,64465.9,64465.9,0.108,6962.3202,4,0.03,0.078,1933.98,5028.340200000001,0.3846153846153846,2026-06-18T00:00:17.170000Z,2026-06-18T00:00:17.734000Z,3344667236,3344667239
2026-06-18T00:00:18.000000Z,BTCUSDT,futures,64466.0,64466.0,64465.9,64465.9,0.099,6382.1319,4,0.078,0.021,5028.348,1353.7839,3.714285714285714,2026-06-18T00:00:18.169000Z,2026-06-18T00:00:18.679000Z,3344667240,3344667243
2026-06-18T00:00:19.000000Z,BTCUSDT,futures,64466.0,64466.0,64465.9,64465.9,0.578,37261.3151,5,0.249,0.329,16052.034,21209.2811,0.756838905775076,2026-06-18T00:00:19.159000Z,2026-06-18T00:00:19.919000Z,3344667244,3344667248
2026-06-18T00:00:20.000000Z,BTCUSDT,futures,64465.9,64466.0,64465.9,64466.0,0.227,14633.7793,3,0.2,0.027,12893.2,1740.5793,7.407407407407408,2026-06-18T00:00:20.479000Z,2026-06-18T00:00:20.917000Z,3344667249,3344667251
2026-06-18T00:00:21.000000Z,BTCUSDT,futures,64465.9,64471.8,64465.9,64471.7,0.336,21661.6328,35,0.222,0.114,14312.1202,7349.5126,1.9473684210526316,2026-06-18T00:00:21.102000Z,2026-06-18T00:00:21.973000Z,3344667252,3344667286
2026-06-18T00:00:22.000000Z,BTCUSDT,futures,64471.8,64473.5,64471.8,64473.4,1.287,82976.937,14,0.217,1.07,13990.399,68986.538,0.202803738317757,2026-06-18T00:00:22.065000Z,2026-06-18T00:00:22.960000Z,3344667287,3344667300
2026-06-18T00:00:23.000000Z,BTCUSDT,futures,64475.0,64475.6,64473.5,64475.6,0.062,3997.3964,12,0.052,0.01,3352.6414,644.755,5.199999999999999,2026-06-18T00:00:23.604000Z,2026-06-18T00:00:23.815000Z,3344667301,3344667312
2026-06-18T00:00:24.000000Z,BTCUSDT,futures,64475.6,64478.4,64475.6,64478.3,0.137,8833.4766,20,0.087,0.05,5609.561599999999,3223.9150000000004,1.7399999999999998,2026-06-18T00:00:24.169000Z,2026-06-18T00:00:24.889000Z,3344667313,3344667332
2026-06-18T00:00:25.000000Z,BTCUSDT,futures,64479.0,64484.3,64478.4,64484.3,0.673,43395.7546,49,0.654,0.019,42170.5738,1225.1808,34.42105263157895,2026-06-18T00:00:25.003000Z,2026-06-18T00:00:25.964000Z,3344667333,3344667381
2026-06-18T00:00:26.000000Z,BTCUSDT,futures,64484.3,64484.3,64484.2,64484.3,0.193,12445.4538,5,0.032,0.161,2063.4976,10381.9562,0.19875776397515527,2026-06-18T00:00:26.333000Z,2026-06-18T00:00:26.882000Z,3344667382,3344667386
2026-06-18T00:00:27.000000Z,BTCUSDT,futures,64484.2,64484.3,64484.2,64484.3,1.0559999999999998,68095.4167,5,1.015,0.041,65451.5645,2643.8522,24.756097560975608,2026-06-18T00:00:27.015000Z,2026-06-18T00:00:27.770000Z,3344667387,3344667391
2026-06-18T00:00:28.000000Z,BTCUSDT,futures,64484.3,64484.3,64484.2,64484.3,0.183,11800.6243,5,0.157,0.026,10124.0351,1676.5891999999997,6.038461538461538,2026-06-18T00:00:28.036000Z,2026-06-18T00:00:28.941000Z,3344667392,3344667396
2026-06-18T00:00:29.000000Z,BTCUSDT,futures,64484.2,64484.3,64484.2,64484.3,0.134,8640.8953,3,0.125,0.009,8060.5375,580.3578,13.88888888888889,2026-06-18T00:00:29.128000Z,2026-06-18T00:00:29.434000Z,3344667397,3344667399
2026-06-18T00:00:30.000000Z,BTCUSDT,futures,64484.3,64484.3,64484.3,64484.3,0.241,15540.7163,2,0.241,0.0,15540.7163,0.0,999.0,2026-06-18T00:00:30.097000Z,2026-06-18T00:00:30.269000Z,3344667400,3344667401
2026-06-18T00:00:31.000000Z,BTCUSDT,futures,64484.3,64484.3,64484.2,64484.2,0.8049999999999999,51909.85629999999,4,0.7529999999999999,0.052,48556.6779,3353.1784,14.48076923076923,2026-06-18T00:00:31.106000Z,2026-06-18T00:00:31.910000Z,3344667402,3344667405
2026-06-18T00:00:32.000000Z,BTCUSDT,futures,64484.2,64484.3,64484.2,64484.3,1.7899999999999998,115426.884,7,1.66,0.13,107043.938,8382.946,12.769230769230768,2026-06-18T00:00:32.089000Z,2026-06-18T00:00:32.970000Z,3344667406,3344667412
2026-06-18T00:00:33.000000Z,BTCUSDT,futures,64487.7,64487.8,64484.4,64487.8,0.317,20442.456400000003,25,0.314,0.003,20248.9933,193.4631,104.66666666666667,2026-06-18T00:00:33.038000Z,2026-06-18T00:00:33.806000Z,3344667413,3344667437
2026-06-18T00:00:34.000000Z,BTCUSDT,futures,64487.8,64492.3,64487.8,64492.3,5.024,323991.70670000004,40,5.024,0.0,323991.70670000004,0.0,999.0,2026-06-18T00:00:34.039000Z,2026-06-18T00:00:34.872000Z,3344667438,3344667477
2026-06-18T00:00:35.000000Z,BTCUSDT,futures,64492.2,64492.3,64490.4,64490.7,1.27,81904.39140000001,11,0.005,1.265,322.4615,81581.9299,0.003952569169960475,2026-06-18T00:00:35.150000Z,2026-06-18T00:00:35.938000Z,3344667478,3344667488
2026-06-18T00:00:36.000000Z,BTCUSDT,futures,64490.3,64490.3,64484.2,64484.2,0.169,10898.1741,28,0.032,0.137,2063.4976,8834.6765,0.23357664233576642,2026-06-18T00:00:36.029000Z,2026-06-18T00:00:36.775000Z,3344667489,3344667516
2026-06-18T00:00:37.000000Z,BTCUSDT,futures,64484.2,64484.3,64484.2,64484.3,1.653,106592.5415,4,1.589,0.064,102465.5527,4126.988799999999,24.828125,2026-06-18T00:00:37.206000Z,2026-06-18T00:00:37.958000Z,3344667517,3344667520
2026-06-18T00:00:38.000000Z,BTCUSDT,futures,64484.3,64484.3,64484.2,64484.2,0.374,24117.0923,3,0.015,0.359,967.2645,23149.8278,0.04178272980501393,2026-06-18T00:00:38.088000Z,2026-06-18T00:00:38.509000Z,3344667521,3344667523
2026-06-18T00:00:39.000000Z,BTCUSDT,futures,64484.3,64484.3,64484.3,64484.3,0.043,2772.8249,3,0.043,0.0,2772.8249,0.0,999.0,2026-06-18T00:00:39.017000Z,2026-06-18T00:00:39.844000Z,3344667524,3344667526
2026-06-18T00:00:40.000000Z,BTCUSDT,futures,64484.2,64484.3,64484.2,64484.3,0.122,7867.0819,5,0.095,0.027,6126.0085,1741.0734,3.5185185185185186,2026-06-18T00:00:40.206000Z,2026-06-18T00:00:40.756000Z,3344667527,3344667531
2026-06-18T00:00:41.000000Z,BTCUSDT,futures,64484.2,64484.2,64484.2,64484.2,0.122,7867.0724,2,0.0,0.122,0.0,7867.0724,0.0,2026-06-18T00:00:41.238000Z,2026-06-18T00:00:41.814000Z,3344667532,3344667533
2026-06-18T00:00:42.000000Z,BTCUSDT,futures,64484.3,64484.3,64484.2,64484.3,1.609,103755.1171,9,0.393,1.216,25342.3299,78412.7872,0.32319078947368424,2026-06-18T00:00:42.014000Z,2026-06-18T00:00:42.948000Z,3344667534,3344667542
2026-06-18T00:00:43.000000Z,BTCUSDT,futures,64484.2,64484.2,64484.2,64484.2,0.223,14379.9766,2,0.0,0.223,0.0,14379.9766,0.0,2026-06-18T00:00:43.593000Z,2026-06-18T00:00:43.799000Z,3344667543,3344667544
2026-06-18T00:00:44.000000Z,BTCUSDT,futures,64484.3,64486.4,64484.2,64486.3,1.118,72093.9646,23,0.977,0.141,63001.4278,9092.5368,6.929078014184397,2026-06-18T00:00:44.105000Z,2026-06-18T00:00:44.995000Z,3344667545,3344667567
2026-06-18T00:00:45.000000Z,BTCUSDT,futures,64486.4,64486.4,64486.3,64486.4,0.115,7415.9359,3,0.114,0.001,7351.4496,64.4863,114.0,2026-06-18T00:00:45.168000Z,2026-06-18T00:00:45.729000Z,3344667568,3344667570
2026-06-18T00:00:46.000000Z,BTCUSDT,futures,64486.3,64486.4,64486.3,64486.3,0.081,5223.3904,3,0.001,0.08,64.4864,5158.904,0.0125,2026-06-18T00:00:46.287000Z,2026-06-18T00:00:46.681000Z,3344667571,3344667573
2026-06-18T00:00:47.000000Z,BTCUSDT,futures,64486.4,64486.4,64486.3,64486.3,0.082,5287.8769,3,0.003,0.079,193.4592,5094.4177,0.0379746835443038,2026-06-18T00:00:47.525000Z,2026-06-18T00:00:47.762000Z,3344667574,3344667576
2026-06-18T00:00:48.000000Z,BTCUSDT,futures,64486.4,64486.4,64486.3,64486.4,0.307,19797.3247,5,0.306,0.001,19732.8384,64.4863,306.0,2026-06-18T00:00:48.043000Z,2026-06-18T00:00:48.648000Z,3344667577,3344667581
2026-06-18T00:00:49.000000Z,BTCUSDT,futures,64486.4,64489.9,64486.3,64488.2,0.697,44947.2103,28,0.457,0.24,29470.4983,15476.712,1.9041666666666668,2026-06-18T00:00:49.138000Z,2026-06-18T00:00:49.942000Z,3344667582,3344667609
2026-06-18T00:00:50.000000Z,BTCUSDT,futures,64489.9,64492.2,64489.9,64492.2,1.294,83450.1824,19,1.243,0.051,80161.14689999999,3289.0355,24.372549019607845,2026-06-18T00:00:50.187000Z,2026-06-18T00:00:50.989000Z,3344667610,3344667628
2026-06-18T00:00:51.000000Z,BTCUSDT,futures,64492.3,64492.3,64492.2,64492.3,0.384,24765.023,4,0.182,0.202,11737.5986,13027.4244,0.9009900990099009,2026-06-18T00:00:51.545000Z,2026-06-18T00:00:51.929000Z,3344667629,3344667632
2026-06-18T00:00:52.000000Z,BTCUSDT,futures,64492.3,64492.3,64492.2,64492.2,0.182,11737.5844,7,0.0399999999999999,0.142,2579.692,9157.8924,0.2816901408450697,2026-06-18T00:00:52.453000Z,2026-06-18T00:00:52.957000Z,3344667633,3344667639
2026-06-18T00:00:53.000000Z,BTCUSDT,futures,64492.3,64492.3,64492.2,64492.3,0.32,20637.5357,4,0.317,0.003,20444.0591,193.4766,105.66666666666667,2026-06-18T00:00:53.093000Z,2026-06-18T00:00:53.954000Z,3344667640,3344667643
2026-06-18T00:00:54.000000Z,BTCUSDT,futures,64492.3,64492.4,64492.3,64492.4,3.908,252035.9169,3,3.908,0.0,252035.9169,0.0,999.0,2026-06-18T00:00:54.055000Z,2026-06-18T00:00:54.795000Z,3344667644,3344667646
2026-06-18T00:00:55.000000Z,BTCUSDT,futures,64492.4,64492.4,64492.3,64492.4,0.473,30504.8987,7,0.408,0.065,26312.8992,4191.9995,6.276923076923076,2026-06-18T00:00:55.018000Z,2026-06-18T00:00:55.834000Z,3344667647,3344667653
2026-06-18T00:00:56.000000Z,BTCUSDT,futures,64492.4,64495.5,64492.3,64495.5,1.084,69911.2542,25,1.081,0.003,69717.7773,193.4769,360.3333333333333,2026-06-18T00:00:56.408000Z,2026-06-18T00:00:56.967000Z,3344667654,3344667678
2026-06-18T00:00:57.000000Z,BTCUSDT,futures,64495.5,64495.6,64495.5,64495.5,0.45,29023.0153,4,0.403,0.047,25991.7268,3031.2885,8.574468085106384,2026-06-18T00:00:57.010000Z,2026-06-18T00:00:57.973000Z,3344667679,3344667682
2026-06-18T00:00:58.000000Z,BTCUSDT,futures,64495.5,64495.6,64495.5,64495.6,0.075,4837.1695,7,0.07,0.005,4514.692,322.4775,14.000000000000002,2026-06-18T00:00:58.090000Z,2026-06-18T00:00:58.890000Z,3344667683,3344667689
2026-06-18T00:00:59.000000Z,BTCUSDT,futures,64495.5,64495.6,64495.5,64495.6,0.296,19090.6969,4,0.289,0.007,18639.2284,451.4685,41.285714285714285,2026-06-18T00:00:59.106000Z,2026-06-18T00:00:59.846000Z,3344667690,3344667693
2026-06-18T00:01:00.000000Z,BTCUSDT,futures,64495.6,64495.6,64495.5,64495.5,0.489,31538.3398,6,0.403,0.086,25991.7268,5546.613,4.686046511627907,2026-06-18T00:01:00.053000Z,2026-06-18T00:01:00.973000Z,3344667694,3344667699
2026-06-18T00:01:01.000000Z,BTCUSDT,futures,64495.6,64519.1,64495.5,64513.1,38.943,2512106.2926,278,34.114,4.829,2200582.0537,311524.2389,7.064402567819424,2026-06-18T00:01:01.024000Z,2026-06-18T00:01:01.982000Z,3344667700,3344667977
2026-06-18T00:01:02.000000Z,BTCUSDT,futures,64513.0,64513.1,64513.0,64513.1,4.066,262310.2226,15,3.646,0.42,235214.7626,27095.46,8.68095238095238,2026-06-18T00:01:02.062000Z,2026-06-18T00:01:02.904000Z,3344667978,3344667992
2026-06-18T00:01:03.000000Z,BTCUSDT,futures,64513.1,64513.1,64505.0,64505.1,2.526,162950.74659999998,55,1.34,1.186,86439.12559999998,76511.621,1.1298482293423273,2026-06-18T00:01:03.026000Z,2026-06-18T00:01:03.939000Z,3344667993,3344668047
2026-06-18T00:01:04.000000Z,BTCUSDT,futures,64505.0,64505.1,64505.0,64505.1,0.658,42444.3431,8,0.531,0.127,34252.2081,8192.135,4.181102362204725,2026-06-18T00:01:04.253000Z,2026-06-18T00:01:04.962000Z,3344668048,3344668055
2026-06-18T00:01:05.000000Z,BTCUSDT,futures,64505.0,64506.0,64505.0,64506.0,3.5330000000000004,227896.5238,13,3.523,0.01,227251.4738,645.0500000000001,352.3,2026-06-18T00:01:05.085000Z,2026-06-18T00:01:05.981000Z,3344668056,3344668068
2026-06-18T00:01:06.000000Z,BTCUSDT,futures,64506.4,64506.4,64506.3,64506.3,0.058,3741.369,6,0.036,0.022,2322.2304000000004,1419.1386,1.6363636363636362,2026-06-18T00:01:06.088000Z,2026-06-18T00:01:06.793000Z,3344668069,3344668074
2026-06-18T00:01:07.000000Z,BTCUSDT,futures,64506.3,64510.0,64506.3,64509.9,0.982,63345.58810000001,23,0.919,0.063,59281.4716,4064.1165,14.587301587301587,2026-06-18T00:01:07.198000Z,2026-06-18T00:01:07.993000Z,3344668075,3344668097
2026-06-18T00:01:08.000000Z,BTCUSDT,futures,64510.0,64510.0,64509.9,64509.9,0.0139999999999999,903.1399,2,0.013,0.001,838.63,64.5099,13.0,2026-06-18T00:01:08.867000Z,2026-06-18T00:01:08.955000Z,3344668098,3344668099
2026-06-18T00:01:09.000000Z,BTCUSDT,futures,64510.0,64510.0,64509.9,64510.0,0.7,45156.9925,5,0.625,0.075,40318.75,4838.2425,8.333333333333334,2026-06-18T00:01:09.054000Z,2026-06-18T00:01:09.838000Z,3344668100,3344668104
2026-06-18T00:01:10.000000Z,BTCUSDT,futures,64510.0,64513.0,64509.9,64513.0,0.995,64188.00579999999,22,0.985,0.01,63542.8948,645.1110000000001,98.5,2026-06-18T00:01:10.042000Z,2026-06-18T00:01:10.977000Z,3344668105,3344668126
2026-06-18T00:01:11.000000Z,BTCUSDT,futures,64512.9,64512.9,64505.1,64505.2,13.107,845523.6288,48,0.56,12.547,36125.36,809398.2688,0.04463218299195027,2026-06-18T00:01:11.074000Z,2026-06-18T00:01:11.951000Z,3344668127,3344668174
2026-06-18T00:01:12.000000Z,BTCUSDT,futures,64505.2,64505.2,64505.1,64505.2,0.396,25544.0582,5,0.386,0.01,24899.0072,645.051,38.6,2026-06-18T00:01:12.221000Z,2026-06-18T00:01:12.912000Z,3344668175,3344668179
2026-06-18T00:01:13.000000Z,BTCUSDT,futures,64505.1,64505.2,64505.1,64505.1,0.0679999999999999,4386.352199999999,3,0.054,0.0139999999999999,3483.2808,903.0714,3.8571428571428847,2026-06-18T00:01:13.056000Z,2026-06-18T00:01:13.925000Z,3344668180,3344668182
2026-06-18T00:01:14.000000Z,BTCUSDT,futures,64505.2,64505.2,64505.1,64505.1,0.396,25544.0515,3,0.319,0.077,20577.1588,4966.8927,4.142857142857143,2026-06-18T00:01:14.125000Z,2026-06-18T00:01:14.325000Z,3344668183,3344668185
2026-06-18T00:01:15.000000Z,BTCUSDT,futures,64505.1,64505.1,64505.0,64505.1,0.547,35284.2762,6,0.043,0.504,2773.7193,32510.5569,0.0853174603174603,2026-06-18T00:01:15.163000Z,2026-06-18T00:01:15.777000Z,3344668186,3344668191
2026-06-18T00:01:16.000000Z,BTCUSDT,futures,64505.1,64505.1,64505.0,64505.0,0.488,31478.4788,7,0.388,0.1,25027.9788,6450.5,3.88,2026-06-18T00:01:16.007000Z,2026-06-18T00:01:16.822000Z,3344668192,3344668198
2026-06-18T00:01:17.000000Z,BTCUSDT,futures,64505.0,64505.1,64505.0,64505.1,0.032,2064.1614,2,0.014,0.018,903.0714,1161.09,0.7777777777777779,2026-06-18T00:01:17.215000Z,2026-06-18T00:01:17.763000Z,3344668199,3344668200
2026-06-18T00:01:18.000000Z,BTCUSDT,futures,64505.1,64505.1,64505.0,64505.1,1.6829999999999998,108562.0742,7,1.592,0.091,102692.1192,5869.955000000001,17.494505494505496,2026-06-18T00:01:18.006000Z,2026-06-18T00:01:18.691000Z,3344668201,3344668207
2026-06-18T00:01:19.000000Z,BTCUSDT,futures,64505.2,64505.2,64505.1,64505.1,1.036,66827.3474,8,0.638,0.398,41154.3176,25673.029800000004,1.6030150753768844,2026-06-18T00:01:19.193000Z,2026-06-18T00:01:19.990000Z,3344668208,3344668215
2026-06-18T00:01:20.000000Z,BTCUSDT,futures,64505.2,64505.8,64505.2,64505.7,1.339,86372.8723,11,0.7220000000000001,0.617,46572.8554,39800.0169,1.1701782820097246,2026-06-18T00:01:20.274000Z,2026-06-18T00:01:20.959000Z,3344668216,3344668226
2026-06-18T00:01:21.000000Z,BTCUSDT,futures,64505.8,64506.3,64505.8,64506.2,0.162,10449.9933,7,0.044,0.118,2838.2617,7611.7316,0.3728813559322034,2026-06-18T00:01:21.232000Z,2026-06-18T00:01:21.767000Z,3344668227,3344668233
2026-06-18T00:01:22.000000Z,BTCUSDT,futures,64506.2,64506.3,64506.2,64506.2,0.123,7934.265299999999,3,0.027,0.096,1741.6701,6192.5952,0.28125,2026-06-18T00:01:22.215000Z,2026-06-18T00:01:22.603000Z,3344668234,3344668236
2026-06-18T00:01:23.000000Z,BTCUSDT,futures,64506.3,64506.3,64506.3,64506.3,0.156,10062.982800000002,2,0.156,0.0,10062.982800000002,0.0,999.0,2026-06-18T00:01:23.148000Z,2026-06-18T00:01:23.834000Z,3344668237,3344668238
2026-06-18T00:01:24.000000Z,BTCUSDT,futures,64506.3,64506.3,64506.2,64506.2,0.017,1096.6065,3,0.011,0.006,709.5693,387.0372,1.8333333333333333,2026-06-18T00:01:24.169000Z,2026-06-18T00:01:24.774000Z,3344668239,3344668241
2026-06-18T00:01:25.000000Z,BTCUSDT,futures,64506.3,64506.3,64506.3,64506.3,0.001,64.50630000000001,1,0.001,0.0,64.50630000000001,0.0,999.0,2026-06-18T00:01:25.704000Z,2026-06-18T00:01:25.704000Z,3344668242,3344668242
2026-06-18T00:01:26.000000Z,BTCUSDT,futures,64506.3,64513.1,64506.3,64513.1,11.091,715484.5377999999,50,10.973,0.118,707872.0038,7612.534000000001,92.99152542372883,2026-06-18T00:01:26.059000Z,2026-06-18T00:01:26.763000Z,3344668243,3344668292
2026-06-18T00:01:27.000000Z,BTCUSDT,futures,64513.1,64513.1,64506.2,64506.3,0.8270000000000001,53349.702000000005,38,0.305,0.522,19674.863800000003,33674.8382,0.5842911877394635,2026-06-18T00:01:27.029000Z,2026-06-18T00:01:27.805000Z,3344668293,3344668330
2026-06-18T00:01:28.000000Z,BTCUSDT,futures,64506.3,64506.3,64506.2,64506.3,0.45,29027.831400000003,8,0.414,0.036,26705.6082,2322.2232,11.5,2026-06-18T00:01:28.143000Z,2026-06-18T00:01:28.910000Z,3344668331,3344668338
2026-06-18T00:01:29.000000Z,BTCUSDT,futures,64506.3,64510.3,64506.3,64510.2,2.464,158947.3246,27,1.963,0.501,126627.7144,32319.6102,3.918163672654691,2026-06-18T00:01:29.080000Z,2026-06-18T00:01:29.940000Z,3344668339,3344668365
2026-06-18T00:01:30.000000Z,BTCUSDT,futures,64510.3,64510.3,64510.3,64510.3,0.167,10773.2201,2,0.167,0.0,10773.2201,0.0,999.0,2026-06-18T00:01:30.517000Z,2026-06-18T00:01:30.916000Z,3344668366,3344668367
2026-06-18T00:01:31.000000Z,BTCUSDT,futures,64510.2,64510.3,64510.2,64510.3,0.077,4967.2873,4,0.019,0.058,1225.6957000000002,3741.5916,0.3275862068965517,2026-06-18T00:01:31.426000Z,2026-06-18T00:01:31.783000Z,3344668368,3344668371
2026-06-18T00:01:32.000000Z,BTCUSDT,futures,64510.2,64510.3,64510.2,64510.3,0.09,5805.926100000001,5,0.081,0.009,5225.3343,580.5917999999999,9.000000000000002,2026-06-18T00:01:32.159000Z,2026-06-18T00:01:32.980000Z,3344668372,3344668376
2026-06-18T00:01:33.000000Z,BTCUSDT,futures,64510.3,64510.3,64510.2,64510.2,1.67,107732.1929,4,1.589,0.081,102506.8667,5225.3262,19.61728395061728,2026-06-18T00:01:33.478000Z,2026-06-18T00:01:33.956000Z,3344668377,3344668380
2026-06-18T00:01:34.000000Z,BTCUSDT,futures,64510.2,64510.3,64508.9,64509.0,1.339,86378.78899999999,10,0.447,0.892,28835.694600000003,57543.0944,0.5011210762331838,2026-06-18T00:01:34.173000Z,2026-06-18T00:01:34.730000Z,3344668381,3344668390
2026-06-18T00:01:35.000000Z,BTCUSDT,futures,64508.9,64509.0,64508.9,64509.0,0.082,5289.7354,4,0.056,0.026,3612.504,1677.2314,2.153846153846154,2026-06-18T00:01:35.163000Z,2026-06-18T00:01:35.718000Z,3344668391,3344668394
