timestamp,buySellRatio,buyVol,sellVol
2026-05-07 12:15:00+00:00,0.9144,170.901,186.904
2026-05-07 12:20:00+00:00,1.6912,165.833,98.056
2026-05-07 12:25:00+00:00,1.0889,196.543,180.5
2026-05-07 12:30:00+00:00,1.2177,145.897,119.813
2026-05-07 12:35:00+00:00,1.2964,74.836,57.725
2026-05-07 12:40:00+00:00,1.5748,101.703,64.581
2026-05-07 12:45:00+00:00,0.8787,104.051,118.418
2026-05-07 12:50:00+00:00,1.7191,162.994,94.814
2026-05-07 12:55:00+00:00,1.5619,164.317,105.203
2026-05-07 13:00:00+00:00,0.9692,119.041,122.83
2026-05-07 13:05:00+00:00,0.4388,60.195,137.194
2026-05-07 13:10:00+00:00,0.3842,104.459,271.917
2026-05-07 13:15:00+00:00,0.5415,185.359,342.3
2026-05-07 13:20:00+00:00,0.958,101.122,105.557
2026-05-07 13:25:00+00:00,0.7678,141.723,184.587
2026-05-07 13:30:00+00:00,0.5138,228.358,444.443
2026-05-07 13:35:00+00:00,0.5619,399.987,711.885
2026-05-07 13:40:00+00:00,0.7604,502.457,660.742
2026-05-07 13:45:00+00:00,0.7666,1706.003,2225.332
2026-05-07 13:50:00+00:00,0.9506,1009.117,1061.559
2026-05-07 13:55:00+00:00,0.8961,407.753,455.05
2026-05-07 14:00:00+00:00,1.142,552.562,483.848
2026-05-07 14:05:00+00:00,1.3004,378.674,291.192
2026-05-07 14:10:00+00:00,1.7789,784.884,441.222
2026-05-07 14:15:00+00:00,0.9154,364.358,398.02
2026-05-07 14:20:00+00:00,1.3588,329.102,242.195
2026-05-07 14:25:00+00:00,0.5594,336.375,601.31
2026-05-07 14:30:00+00:00,0.6299,784.695,1245.794
2026-05-07 14:35:00+00:00,0.6369,987.697,1550.848
2026-05-07 14:40:00+00:00,1.1704,582.969,498.081
2026-05-07 14:45:00+00:00,1.2422,443.827,357.281
2026-05-07 14:50:00+00:00,1.245,336.467,270.252
2026-05-07 14:55:00+00:00,0.9005,258.615,287.194
2026-05-07 15:00:00+00:00,0.9213,449.337,487.711
2026-05-07 15:05:00+00:00,1.1972,370.123,309.149
2026-05-07 15:10:00+00:00,1.0998,196.108,178.32
2026-05-07 15:15:00+00:00,0.6659,842.228,1264.84
2026-05-07 15:20:00+00:00,0.85,1090.286,1282.71
2026-05-07 15:25:00+00:00,0.6669,1006.107,1508.522
2026-05-07 15:30:00+00:00,1.3617,676.604,496.895
2026-05-07 15:35:00+00:00,1.244,443.064,356.159
2026-05-07 15:40:00+00:00,1.0282,261.409,254.231
2026-05-07 15:45:00+00:00,2.2838,360.208,157.723
2026-05-07 15:50:00+00:00,0.9521,214.396,225.193
2026-05-07 15:55:00+00:00,0.8169,260.53,318.933
2026-05-07 16:00:00+00:00,0.7713,352.717,457.323
2026-05-07 16:05:00+00:00,0.9302,722.125,776.278
2026-05-07 16:10:00+00:00,0.9578,188.198,196.48
2026-05-07 16:15:00+00:00,1.2745,368.552,289.175
2026-05-07 16:20:00+00:00,1.8354,349.965,190.673
2026-05-07 16:25:00+00:00,1.5765,300.326,190.498
2026-05-07 16:30:00+00:00,1.3802,250.867,181.757
2026-05-07 16:35:00+00:00,1.5425,341.981,221.703
2026-05-07 16:40:00+00:00,0.9785,153.573,156.941
2026-05-07 16:45:00+00:00,1.2024,159.198,132.4
2026-05-07 16:50:00+00:00,0.8636,96.309,111.518
2026-05-07 16:55:00+00:00,0.5884,154.212,262.065
2026-05-07 17:00:00+00:00,1.5595,210.387,134.904
2026-05-07 17:05:00+00:00,1.0417,124.081,119.112
2026-05-07 17:10:00+00:00,0.9501,75.525,79.494
2026-05-07 17:15:00+00:00,0.6859,186.756,272.297
2026-05-07 17:20:00+00:00,1.6465,186.864,113.49
2026-05-07 17:25:00+00:00,0.7177,1384.805,1929.391
2026-05-07 17:30:00+00:00,1.1778,280.35,238.03
2026-05-07 17:35:00+00:00,1.1989,219.797,183.336
2026-05-07 17:40:00+00:00,1.4924,265.756,178.076
2026-05-07 17:45:00+00:00,1.0234,180.166,176.054
2026-05-07 17:50:00+00:00,0.7534,103.686,137.631
2026-05-07 17:55:00+00:00,1.7145,688.02,401.299
2026-05-07 18:00:00+00:00,1.2403,609.897,491.721
2026-05-07 18:05:00+00:00,0.9115,323.211,354.576
2026-05-07 18:10:00+00:00,0.885,171.505,193.787
2026-05-07 18:15:00+00:00,0.8561,105.323,123.031
2026-05-07 18:20:00+00:00,1.5148,117.247,77.402
2026-05-07 18:25:00+00:00,0.6186,58.623,94.762
2026-05-07 18:30:00+00:00,0.7499,113.705,151.618
2026-05-07 18:35:00+00:00,1.1078,189.481,171.04
2026-05-07 18:40:00+00:00,0.4735,151.3,319.554
2026-05-07 18:45:00+00:00,0.7144,123.196,172.456
2026-05-07 18:50:00+00:00,0.7777,170.409,219.132
2026-05-07 18:55:00+00:00,0.887,313.675,353.65
2026-05-07 19:00:00+00:00,0.3867,89.341,231.04
2026-05-07 19:05:00+00:00,0.9381,74.228,79.124
2026-05-07 19:10:00+00:00,2.8768,122.589,42.613
2026-05-07 19:15:00+00:00,1.0758,206.495,191.94
2026-05-07 19:20:00+00:00,0.6552,115.702,176.599
2026-05-07 19:25:00+00:00,1.4386,266.809,185.467
2026-05-07 19:30:00+00:00,1.2448,131.354,105.518
2026-05-07 19:35:00+00:00,1.6575,126.316,76.21
2026-05-07 19:40:00+00:00,1.2583,88.482,70.318
2026-05-07 19:45:00+00:00,0.5143,51.322,99.794
2026-05-07 19:50:00+00:00,0.7141,205.919,288.38
2026-05-07 19:55:00+00:00,1.6175,175.923,108.76
2026-05-07 20:00:00+00:00,1.2249,562.998,459.623
2026-05-07 20:05:00+00:00,0.6063,47.285,77.991
2026-05-07 20:10:00+00:00,0.6462,55.27,85.532
2026-05-07 20:15:00+00:00,1.0712,62.444,58.296
2026-05-07 20:20:00+00:00,0.8283,62.336,75.256
2026-05-07 20:25:00+00:00,1.6874,52.178,30.923
2026-05-07 20:30:00+00:00,0.3111,50.792,163.241
2026-05-07 20:35:00+00:00,0.9275,328.085,353.748
2026-05-07 20:40:00+00:00,1.4406,353.626,245.475
2026-05-07 20:45:00+00:00,0.5882,56.371,95.84
2026-05-07 20:50:00+00:00,0.526,32.197,61.216
2026-05-07 20:55:00+00:00,0.2569,52.732,205.299
2026-05-07 21:00:00+00:00,0.646,154.996,239.918
2026-05-07 21:05:00+00:00,0.296,261.175,882.217
2026-05-07 21:10:00+00:00,0.8751,323.785,369.987
2026-05-07 21:15:00+00:00,1.8227,187.278,102.746
2026-05-07 21:20:00+00:00,0.9122,86.653,94.992
2026-05-07 21:25:00+00:00,3.8171,110.044,28.829
2026-05-07 21:35:00+00:00,0.7878,46.456,58.973
2026-05-07 21:40:00+00:00,0.409,55.487,135.672
2026-05-07 21:45:00+00:00,2.2284,123.176,55.275
2026-05-07 21:50:00+00:00,0.8447,43.802,51.857
2026-05-07 21:55:00+00:00,0.4836,62.61,129.461
2026-05-07 22:00:00+00:00,0.9132,304.007,332.898
2026-05-07 22:05:00+00:00,1.2736,466.767,366.508
2026-05-07 22:10:00+00:00,1.1684,175.597,150.285
2026-05-07 22:15:00+00:00,1.1977,127.211,106.216
2026-05-07 22:20:00+00:00,0.9044,191.701,211.954
2026-05-07 22:25:00+00:00,0.877,49.74,56.716
2026-05-07 22:30:00+00:00,0.4595,123.359,268.454
2026-05-07 22:35:00+00:00,1.3099,123.847,94.545
2026-05-07 22:40:00+00:00,0.6811,60.986,89.541
2026-05-07 22:45:00+00:00,0.9223,69.341,75.186
2026-05-07 22:50:00+00:00,1.1645,59.077,50.733
2026-05-07 22:55:00+00:00,3.651,136.558,37.403
2026-05-07 23:00:00+00:00,0.6355,76.012,119.613
2026-05-07 23:05:00+00:00,2.0605,149.989,72.793
2026-05-07 23:10:00+00:00,0.7266,63.178,86.954
2026-05-07 23:15:00+00:00,0.3606,37.127,102.964
2026-05-07 23:20:00+00:00,1.036,65.218,62.949
2026-05-07 23:25:00+00:00,0.9923,34.016,34.279
2026-05-07 23:30:00+00:00,1.0249,38.128,37.203
2026-05-07 23:35:00+00:00,1.5882,65.261,41.092
2026-05-07 23:40:00+00:00,2.0637,75.307,36.492
2026-05-07 23:45:00+00:00,2.8139,90.218,32.061
2026-05-07 23:50:00+00:00,1.1302,154.743,136.921
2026-05-07 23:55:00+00:00,1.063,40.131,37.753
2026-05-08 00:00:00+00:00,1.6908,156.5,92.56
2026-05-08 00:05:00+00:00,1.3082,106.183,81.168
2026-05-08 00:10:00+00:00,0.9475,120.817,127.509
2026-05-08 00:15:00+00:00,1.2047,135.693,112.639
2026-05-08 00:20:00+00:00,1.5196,123.183,81.063
2026-05-08 00:25:00+00:00,0.2623,152.509,581.503
2026-05-08 00:30:00+00:00,1.1839,100.873,85.205
2026-05-08 00:35:00+00:00,0.5004,120.17,240.14
2026-05-08 00:40:00+00:00,0.739,41.075,55.579
2026-05-08 00:45:00+00:00,0.5156,107.635,208.775
2026-05-08 00:50:00+00:00,0.4978,99.474,199.845
2026-05-08 00:55:00+00:00,1.122,158.869,141.599
2026-05-08 01:00:00+00:00,2.4715,137.811,55.759
2026-05-08 01:05:00+00:00,0.7102,74.655,105.123
2026-05-08 01:10:00+00:00,0.4178,76.283,182.566
2026-05-08 01:15:00+00:00,1.3194,335.098,253.97
2026-05-08 01:20:00+00:00,0.7981,61.726,77.337
2026-05-08 01:25:00+00:00,2.7083,105.695,39.027
